customer_id,registered_date,is_gross,is_valid,is_net,order_date
C895286L,2021-07-16,1,1,1,2021-02-09
C354503L,2022-02-07,1,0,0,2022-07-02
C451226L,2021-10-05,1,1,1,2021-10-31
C831683L,2021-07-03,1,0,0,2022-06-19
C663962L,2021-07-13,1,0,0,2022-06-23
C814229L,2021-07-13,1,1,1,2022-04-01
C382868L,2021-07-07,1,0,0,2022-06-20
C819107L,2021-10-10,1,0,0,2021-10-30
C225454L,2022-05-12,1,1,0,2022-07-22
C421043L,2021-07-05,1,1,1,2021-07-31
C910919L,2022-07-21,1,1,0,2022-02-08
C225547L,2022-01-19,1,1,1,2022-01-01
C374672L,2021-07-17,1,1,1,2022-02-28
C546651L,2021-07-07,1,1,0,2021-07-24
C823189L,2021-07-16,1,1,1,2022-06-30
C858876L,2022-01-03,1,1,1,2022-01-16
C795919L,2022-05-08,1,1,1,2022-05-22
C712908L,2021-08-03,1,1,1,2022-01-20
C885913L,2022-06-16,1,1,0,2022-06-14
C802541L,2022-01-10,1,1,0,2022-01-31
C456801L,2021-12-06,1,1,0,2021-12-17
C340278L,2022-05-14,1,0,0,2022-05-18
C388058L,2022-04-17,1,1,1,2022-05-04
C888995L,2021-12-12,1,1,0,2022-07-03
C700603L,2021-11-01,1,0,0,2021-07-11
C901490L,2021-09-23,1,1,0,2021-07-09
C650240L,2021-10-02,1,0,0,2021-10-25
C543327L,2021-07-13,1,1,0,2021-07-13
C615777L,2022-04-25,1,1,1,2022-04-14
C418133L,2021-09-24,1,0,0,2021-09-27
C781213L,2021-08-23,1,1,0,2022-04-18
C985354L,2021-10-02,1,1,0,2021-10-12
C200115L,2021-07-12,1,1,0,2021-07-14
C508903L,2021-11-22,1,1,1,2021-01-11
C496355L,2021-08-16,1,0,0,2021-08-26
C931640L,2021-12-14,1,1,1,2021-11-12
C419070L,2021-10-25,1,1,1,2022-06-01
C239306L,2021-07-21,1,1,1,2021-08-30
C781213L,2021-08-23,1,1,0,2022-08-05
C283866L,2021-07-18,1,0,0,2021-07-22
C554024L,2022-05-09,1,0,0,2022-04-06
C200115L,2021-07-12,1,1,0,2022-10-01
C874790L,2022-02-10,1,0,0,2022-03-16
C363500L,2021-07-25,1,0,0,2021-03-07
C568016L,2022-03-24,1,0,0,2022-11-03
C269004L,2022-01-22,1,1,0,2022-06-01
C933480L,2022-07-10,1,0,0,2022-07-17
C830683L,2021-11-03,1,1,1,2021-11-22
C874922L,2021-11-27,1,0,0,2021-12-14
C404192L,2021-07-06,1,1,1,2021-03-09
C115338L,2022-03-18,1,1,1,2022-03-31
C685409L,2022-04-27,1,1,1,2022-03-04
C128609L,2021-11-23,1,0,0,2021-11-19
C922717L,2021-11-15,1,0,0,2022-05-04
C736500L,2021-09-16,1,0,0,2021-09-28
C764276L,2021-11-26,1,1,1,2022-07-02
C361840L,2021-07-02,1,1,1,2021-07-28
C832050L,2022-05-05,1,1,1,2022-05-26
C869172L,2022-01-20,1,1,0,2022-05-25
C525405L,2021-07-24,1,1,1,2022-12-02
C261295L,2021-09-26,1,0,0,2021-09-24
C485693L,2021-07-02,1,1,1,2021-12-16
C144871L,2021-10-02,1,1,1,2022-03-25
C520362L,2021-07-27,1,1,1,2022-08-04
C529046L,2021-10-01,1,0,0,2022-04-23
C242231L,2021-09-22,1,0,0,2022-03-15
C656580L,2022-08-15,1,1,1,2022-08-13
C129011L,2021-07-08,1,0,0,2021-07-26
C869172L,2022-01-20,1,1,0,2022-04-29
C309355L,2022-03-16,1,1,1,2022-03-22
C655658L,2021-12-08,1,1,1,2021-12-24
C382868L,2021-07-07,1,1,1,2021-12-13
C213152L,2022-03-23,1,1,0,2022-11-05
C508405L,2022-06-20,1,1,0,2022-06-22
C551324L,2021-12-08,1,0,0,2021-12-20
C418738L,2022-08-24,1,1,0,2022-08-08
C784378L,2021-07-09,1,1,1,2021-12-29
C549188L,2022-02-13,1,1,1,2022-03-31
C893893L,2022-07-20,1,1,1,2022-07-30
C869172L,2022-01-20,1,1,1,2022-04-18
C719440L,2022-05-16,1,0,0,2022-07-17
C221844L,2021-11-03,1,1,0,2022-03-02
C245316L,2022-05-16,1,1,1,2022-04-06
C189009L,2021-07-02,1,0,0,2021-01-07
C374672L,2021-07-17,1,1,0,2021-07-10
C192004L,2021-10-10,1,1,1,2021-10-13
C835970L,2022-02-25,1,0,0,2022-03-14
C295317L,2021-11-22,1,0,0,2021-11-20
C153551L,2022-02-26,1,1,1,2022-09-02
C174413L,2022-06-14,1,1,0,2022-06-25
C806347L,2021-12-10,1,1,1,2021-06-12
C835970L,2022-02-25,1,1,1,2022-03-03
C136210L,2021-09-21,1,0,0,2021-12-24
C949498L,2021-12-14,1,1,0,2021-04-12
C814229L,2021-07-13,1,1,0,2021-10-20
C631361L,2021-07-15,1,1,0,2022-05-31
C337654L,2021-07-19,1,1,1,2021-07-07
C738812L,2022-08-22,1,0,0,2022-10-08
C378684L,2021-07-03,1,1,1,2021-12-23
C986391L,2021-09-28,1,1,0,2022-10-08
C200115L,2021-07-12,1,1,1,2022-02-15
C625201L,2022-01-28,1,1,1,2022-07-01
C840032L,2021-12-17,1,0,0,2021-12-28
C795284L,2021-08-21,1,1,0,2022-01-14
C838641L,2022-05-12,1,0,0,2022-12-05
C481253L,2021-07-26,1,1,1,2021-07-23
C814804L,2021-07-24,1,1,1,2021-05-07
C191766L,2021-07-05,1,1,1,2021-07-10
C588523L,2021-11-17,1,0,0,2022-06-30
C495724L,2021-08-22,1,0,0,2021-08-15
C691329L,2021-12-10,1,1,0,2021-11-12
C435496L,2021-08-27,1,1,1,2022-03-16
C487528L,2022-02-22,1,0,0,2022-08-05
C813690L,2022-02-21,1,1,0,2022-02-20
C147101L,2021-12-28,1,1,1,2021-11-12
C576952L,2021-12-18,1,1,1,2022-06-05
C371659L,2021-07-23,1,1,0,2021-09-23
C332716L,2021-07-13,1,0,0,2021-07-30
C215643L,2021-09-28,1,1,1,2022-03-06
C459460L,2021-10-16,1,1,1,2022-04-19
C692085L,2021-12-20,1,1,1,2022-06-03
C375595L,2021-07-15,1,1,1,2021-07-22
C568231L,2021-11-18,1,1,1,2022-05-05
C438548L,2022-03-20,1,0,0,2022-12-05
C345763L,2021-07-21,1,1,0,2021-10-17
C939411L,2021-11-21,1,0,0,2022-07-22
C429196L,2021-07-16,1,0,0,2021-07-27
C738725L,2021-08-27,1,1,0,2022-02-25
C880315L,2021-10-14,1,1,0,2022-01-30
C481253L,2021-07-26,1,1,1,2021-10-15
C211164L,2021-11-12,1,1,1,2021-11-26
C241821L,2021-09-26,1,1,1,2021-09-25
C525405L,2021-07-24,1,1,0,2021-12-13
C824224L,2021-10-28,1,1,0,2021-10-29
C998017L,2021-11-14,1,1,0,2022-02-22
C374672L,2021-07-17,1,0,0,2022-08-04
C700491L,2022-07-03,1,0,0,2022-06-07
C284081L,2021-10-26,1,1,1,2021-04-11
C756271L,2021-07-04,1,1,1,2021-03-10
C904890L,2022-04-05,1,0,0,2022-04-21
C631361L,2021-07-15,1,1,0,2022-05-20
C775266L,2022-06-17,1,0,0,2022-06-30
C374672L,2021-07-17,1,1,0,2022-05-04
C992621L,2021-11-17,1,0,0,2022-05-02
C113767L,2021-11-15,1,0,0,2021-11-29
C508875L,2022-04-23,1,1,1,2022-04-22
C581735L,2022-02-09,1,1,1,2022-02-20
C646589L,2022-06-13,1,1,0,2022-06-27
C614339L,2021-11-08,1,1,0,2021-11-25
C115129L,2021-11-15,1,0,0,2021-10-11
C131307L,2021-07-09,1,1,1,2021-07-07
C994467L,2022-03-15,1,0,0,2022-05-27
C698317L,2021-12-14,1,0,0,2022-01-25
C339498L,2022-06-19,1,0,0,2022-06-24
C845035L,2021-07-11,1,1,1,2021-10-07
C115023L,2021-12-15,1,1,1,2021-12-16
C276703L,2021-12-06,1,1,0,2021-06-12
C305030L,2021-11-07,1,1,1,2022-04-17
C334571L,2022-02-25,1,0,0,2022-01-03
C870403L,2021-08-17,1,0,0,2021-09-17
C893754L,2021-07-03,1,0,0,2022-03-21
C378684L,2021-07-03,1,1,0,2021-09-20
C290087L,2021-10-13,1,1,1,2021-10-20
C451930L,2022-05-13,1,0,0,2022-05-28
C915214L,2021-11-23,1,0,0,2022-03-15
C421020L,2022-07-07,1,0,0,2022-04-08
C789607L,2021-09-24,1,1,1,2021-09-18
C406317L,2021-11-27,1,1,0,2021-11-19
C699289L,2021-08-12,1,1,1,2021-09-08
C491779L,2022-06-23,1,0,0,2022-06-18
C299819L,2021-11-04,1,1,1,2021-11-23
C205273L,2021-09-10,1,1,0,2022-04-04
C610206L,2022-04-12,1,0,0,2022-10-08
C780410L,2021-08-20,1,1,1,2021-09-08
C839869L,2022-02-25,1,0,0,2022-02-28
C877022L,2022-02-02,1,1,1,2022-06-02
C724739L,2021-10-11,1,1,0,2021-10-30
C517770L,2022-02-22,1,1,1,2022-03-29
C390419L,2021-10-24,1,1,1,2021-10-13
C374672L,2021-07-17,1,1,0,2021-08-09
C374672L,2021-07-17,1,1,1,2022-07-04
C282235L,2021-12-26,1,1,1,2021-12-17
C919468L,2022-02-23,1,1,1,2022-02-23
C374672L,2021-07-17,1,1,0,2022-11-04
C436261L,2021-07-25,1,1,1,2021-10-09
C266788L,2022-06-06,1,1,1,2022-06-20
C247716L,2021-09-05,1,1,1,2021-09-24
C226151L,2021-07-04,1,1,1,2021-09-12
C344605L,2022-05-23,1,0,0,2022-12-05
C170103L,2021-07-03,1,1,1,2021-07-21
C197356L,2021-11-08,1,1,1,2021-02-12
C829183L,2022-05-27,1,0,0,2022-05-25
C614407L,2021-07-02,1,1,1,2021-08-19
C814229L,2021-07-13,1,1,0,2022-08-06
C913444L,2021-07-15,1,1,1,2021-07-27
C446118L,2021-10-17,1,1,1,2021-10-18
C489289L,2021-08-08,1,1,1,2021-07-08
C269011L,2022-02-27,1,1,1,2022-10-03
C598721L,2021-11-18,1,1,1,2022-05-17
C813361L,2021-09-14,1,0,0,2022-08-03
C525405L,2021-07-24,1,1,0,2022-02-27
C289646L,2021-11-23,1,1,1,2022-10-04
C451973L,2021-11-26,1,1,0,2021-11-11
C613601L,2021-07-02,1,1,1,2021-04-08
C483017L,2022-06-24,1,0,0,2022-07-27
C960526L,2021-09-24,1,1,1,2021-05-09
C220911L,2021-09-18,1,1,0,2021-09-18
C215074L,2021-09-13,1,0,0,2021-06-12
C342926L,2022-05-16,1,1,0,2022-06-14
C512759L,2022-06-25,1,0,0,2022-07-28
C241930L,2021-08-17,1,1,1,2021-09-08
C958287L,2021-07-15,1,1,0,2021-11-19
C631417L,2022-03-07,1,0,0,2022-08-05
C339498L,2022-06-19,1,1,0,2022-12-07
C365512L,2022-04-02,1,1,1,2022-07-04
C824913L,2021-10-22,1,1,1,2022-02-20
C848357L,2021-07-02,1,1,1,2022-02-17
C317777L,2021-12-06,1,0,0,2022-12-06
C368601L,2022-05-04,1,0,0,2022-06-16
C352946L,2021-11-12,1,1,1,2021-11-11
C697826L,2021-09-01,1,0,0,2022-06-15
C504884L,2021-12-25,1,1,1,2022-04-29
C357709L,2021-09-26,1,1,1,2022-02-07
C349980L,2021-07-02,1,0,0,2022-01-20
C326061L,2022-06-21,1,0,0,2022-03-06
C294880L,2021-10-12,1,0,0,2021-12-11
C287400L,2022-03-27,1,0,0,2022-02-04
C319814L,2022-07-07,1,1,0,2022-07-21
C821592L,2021-11-01,1,0,0,2021-11-13
C861782L,2022-04-22,1,0,0,2022-10-04
C263041L,2021-12-23,1,1,0,2022-11-01
C640730L,2022-06-12,1,1,0,2022-06-17
C781591L,2022-06-12,1,1,0,2022-06-28
C649308L,2021-11-05,1,1,1,2022-07-18
C825085L,2022-06-05,1,1,1,2022-10-06
C218465L,2021-09-02,1,1,1,2021-10-31
C477686L,2021-07-09,1,1,0,2021-07-29
C991995L,2021-09-09,1,1,0,2021-09-27
C907593L,2021-07-06,1,1,1,2021-12-07
C799285L,2022-03-02,1,0,0,2022-07-29
C653936L,2022-05-25,1,1,1,2022-02-05
C249528L,2022-05-15,1,1,1,2022-05-16
C851854L,2021-07-01,1,1,1,2021-10-31
C681745L,2022-02-04,1,1,1,2022-04-25
C522216L,2022-05-12,1,1,0,2022-05-27
C794985L,2021-11-15,1,0,0,2022-11-04
C746995L,2021-07-25,1,1,1,2021-12-23
C787211L,2022-06-22,1,0,0,2022-06-17
C680487L,2022-07-16,1,0,0,2022-07-18
C157544L,2021-11-18,1,1,0,2022-04-05
C740296L,2022-05-24,1,1,0,2022-05-16
C286214L,2021-11-28,1,0,0,2021-11-16
C414773L,2022-06-16,1,0,0,2022-06-29
C416727L,2021-10-25,1,1,0,2022-05-14
C410720L,2022-05-19,1,1,1,2022-01-06
C203164L,2021-10-25,1,0,0,2021-12-26
C781213L,2021-08-23,1,1,0,2021-11-15
C790632L,2021-11-03,1,1,0,2022-04-15
C111666L,2021-08-03,1,0,0,2021-08-08
C382868L,2021-07-07,1,1,0,2022-07-26
C661509L,2021-10-16,1,1,1,2021-12-10
C338436L,2022-05-21,1,1,1,2022-06-05
C817349L,2021-10-15,1,1,0,2022-07-05
C242231L,2021-09-22,1,0,0,2022-04-26
C615304L,2021-10-28,1,1,1,2022-07-19
C363466L,2021-11-24,1,0,0,2021-11-14
C999498L,2021-10-08,1,0,0,2021-10-28
C442477L,2022-08-11,1,1,1,2022-09-08
C648252L,2021-09-08,1,1,0,2021-11-11
C736540L,2021-12-03,1,1,0,2021-12-18
C715327L,2022-05-26,1,1,1,2022-04-05
C676102L,2021-09-21,1,1,1,2021-11-11
C849387L,2021-08-10,1,1,0,2021-06-08
C980590L,2021-08-22,1,1,1,2021-08-16
C635102L,2021-10-24,1,1,1,2021-02-11
C845220L,2021-10-17,1,1,1,2021-10-14
C239306L,2021-07-21,1,0,0,2021-08-13
C239715L,2021-08-13,1,1,1,2021-05-08
C562441L,2022-05-26,1,0,0,2022-05-27
C367884L,2022-06-12,1,1,1,2022-06-24
C499996L,2021-10-18,1,1,0,2021-10-25
C183259L,2022-06-05,1,0,0,2022-06-18
C887786L,2022-06-09,1,1,0,2022-04-06
C351531L,2022-01-19,1,0,0,2022-09-01
C741634L,2021-07-09,1,1,1,2022-02-18
C712908L,2021-08-03,1,1,1,2022-01-14
C605914L,2022-02-11,1,1,0,2022-03-31
C773779L,2022-08-02,1,1,0,2022-08-08
C145727L,2021-09-10,1,0,0,2022-01-31
C587850L,2021-12-17,1,1,1,2022-10-02
C756072L,2021-08-25,1,1,1,2021-08-27
C794673L,2021-10-03,1,1,0,2021-11-10
C770531L,2022-02-27,1,1,0,2022-11-02
C898816L,2021-10-01,1,0,0,2021-10-29
C358830L,2021-11-16,1,0,0,2021-04-11
C481253L,2021-07-26,1,1,0,2022-02-02
C156665L,2022-03-22,1,0,0,2022-07-04
C165059L,2021-11-25,1,0,0,2021-11-23
C970117L,2021-07-22,1,0,0,2021-07-18
C934566L,2021-11-22,1,1,1,2022-07-18
C994467L,2022-03-15,1,1,1,2022-10-04
C263110L,2022-05-26,1,1,1,2022-06-14
C795566L,2021-09-05,1,0,0,2022-02-07
C940999L,2021-07-19,1,0,0,2021-07-30
C658358L,2021-07-10,1,1,0,2021-11-19
C215074L,2021-09-13,1,1,1,2021-11-15
C464239L,2021-10-09,1,1,0,2021-10-27
C505120L,2022-06-08,1,0,0,2022-06-20
C178509L,2022-05-04,1,0,0,2022-05-27
C289178L,2022-05-11,1,0,0,2022-05-23
C533639L,2021-09-04,1,0,0,2022-06-15
C817593L,2021-07-09,1,1,1,2021-07-31
C500995L,2022-05-11,1,0,0,2022-05-18
C480341L,2022-06-25,1,1,1,2022-06-13
C139855L,2021-07-09,1,1,1,2022-10-01
C738903L,2021-10-13,1,1,1,2022-02-18
C543214L,2022-04-20,1,1,1,2022-04-21
C552222L,2022-05-04,1,0,0,2022-05-29
C171667L,2022-01-22,1,1,1,2022-01-23
C696835L,2021-09-07,1,1,1,2021-01-09
C332699L,2021-10-02,1,0,0,2021-10-31
C972075L,2021-11-20,1,1,0,2021-12-16
C602850L,2021-07-03,1,1,0,2022-10-04
C292043L,2022-03-15,1,0,0,2022-03-19
C854979L,2022-02-04,1,1,0,2022-02-16
C684857L,2021-07-01,1,1,0,2021-02-07
C363012L,2022-04-16,1,1,0,2022-07-27
C262497L,2021-11-23,1,1,1,2021-12-27
C858616L,2022-04-15,1,1,0,2022-04-28
C527600L,2022-07-19,1,0,0,2022-01-07
C611777L,2021-10-10,1,1,0,2022-03-18
C483534L,2022-02-09,1,1,0,2022-03-17
C720213L,2021-08-27,1,0,0,2021-08-28
C660912L,2022-05-06,1,1,1,2022-06-07
C894196L,2021-07-28,1,0,0,2021-02-07
C446430L,2022-03-10,1,0,0,2022-01-05
C205701L,2021-07-02,1,1,1,2021-08-29
C296946L,2021-09-22,1,0,0,2021-09-22
C831829L,2021-08-24,1,1,1,2021-08-22
C830695L,2021-08-20,1,1,1,2021-11-08
C470268L,2021-11-04,1,1,1,2022-04-21
C525405L,2021-07-24,1,1,1,2021-09-14
C840399L,2021-07-02,1,1,0,2021-02-07
C940987L,2021-08-28,1,0,0,2021-08-08
C593262L,2021-11-13,1,1,0,2021-05-11
C283648L,2022-01-16,1,1,0,2022-01-21
C215074L,2021-09-13,1,1,0,2022-08-01
C869172L,2022-01-20,1,1,1,2022-03-28
C154215L,2021-09-07,1,0,0,2021-12-10
C297159L,2022-04-13,1,0,0,2022-07-15
C717221L,2021-07-13,1,0,0,2022-10-07
C495676L,2021-11-26,1,0,0,2022-08-08
C378684L,2021-07-03,1,1,0,2022-01-23
C434159L,2021-11-06,1,1,0,2022-06-21
C894919L,2021-07-23,1,1,1,2021-07-13
C766365L,2022-03-21,1,1,1,2022-03-25
C218142L,2021-07-23,1,0,0,2021-08-07
C987789L,2022-01-23,1,1,1,2022-01-29
C363466L,2021-11-24,1,0,0,2022-02-16
C493539L,2022-03-07,1,1,1,2022-03-23
C989354L,2021-10-01,1,0,0,2021-03-11
C878472L,2021-11-10,1,1,0,2021-07-11
C839319L,2021-11-02,1,1,1,2022-02-05
C584166L,2021-07-11,1,1,1,2021-07-20
C741634L,2021-07-09,1,1,0,2021-03-11
C813946L,2021-08-02,1,1,1,2021-08-28
C510095L,2022-01-25,1,1,0,2022-01-19
C566270L,2021-07-21,1,0,0,2021-07-28
C861782L,2022-04-22,1,0,0,2022-10-04
C331093L,2021-11-08,1,0,0,2021-11-15
C175290L,2022-01-07,1,1,1,2022-01-21
C786292L,2021-11-02,1,1,0,2022-12-06
C715596L,2021-12-25,1,1,1,2021-04-12
C268849L,2022-01-26,1,1,0,2022-07-15
C499796L,2022-04-06,1,1,1,2022-04-29
C585116L,2022-06-16,1,0,0,2022-05-06
C357709L,2021-09-26,1,1,1,2022-01-13
C455163L,2021-12-23,1,1,0,2021-12-16
C623160L,2022-03-12,1,0,0,2022-03-04
C257934L,2021-12-09,1,1,0,2021-05-12
C475094L,2021-11-21,1,1,1,2021-04-11
C158367L,2021-07-16,1,1,0,2021-07-22
C238436L,2021-07-22,1,1,1,2021-07-17
C284236L,2021-09-03,1,0,0,2021-09-30
C253252L,2022-05-21,1,1,0,2022-04-05
C319389L,2021-12-09,1,0,0,2021-12-30
C177044L,2021-08-21,1,1,1,2021-10-08
C446527L,2022-05-11,1,0,0,2022-05-17
C940999L,2021-07-19,1,0,0,2021-07-26
C843167L,2022-04-20,1,0,0,2022-06-15
C838657L,2022-01-13,1,0,0,2022-06-30
C823189L,2021-07-16,1,1,1,2021-07-17
C478613L,2022-08-01,1,0,0,2022-10-08
C481253L,2021-07-26,1,1,0,2021-08-15
C269751L,2022-05-04,1,0,0,2022-05-21
C394285L,2022-07-07,1,0,0,2022-07-21
C690725L,2022-05-04,1,0,0,2022-05-30
C961402L,2022-05-19,1,1,1,2022-02-05
C854145L,2021-07-19,1,1,1,2021-06-09
C536052L,2022-03-19,1,1,0,2022-03-17
C741634L,2021-07-09,1,1,1,2022-03-20
C455011L,2022-07-20,1,1,1,2022-07-21
C576765L,2021-10-22,1,1,1,2021-07-10
C864684L,2022-04-04,1,0,0,2022-04-21
C975587L,2021-09-28,1,0,0,2021-12-25
C374186L,2022-03-05,1,1,1,2022-03-30
C368658L,2022-05-19,1,1,1,2022-09-06
C191168L,2021-12-10,1,1,1,2022-03-21
C499591L,2021-07-04,1,1,0,2021-07-25
C574804L,2022-02-13,1,0,0,2022-02-17
C628603L,2022-04-24,1,0,0,2022-04-25
C218482L,2022-07-08,1,1,1,2022-07-16
C635505L,2021-09-06,1,1,1,2022-07-02
C635713L,2022-06-11,1,0,0,2022-02-06
C483469L,2021-07-26,1,1,1,2022-01-19
C985354L,2021-10-02,1,1,1,2021-04-12
C645152L,2021-10-26,1,1,0,2021-10-26
C329062L,2022-02-09,1,0,0,2022-02-22
C180533L,2021-08-23,1,0,0,2021-02-10
C202990L,2021-10-28,1,0,0,2021-10-22
C371659L,2021-07-23,1,1,0,2022-03-30
C998685L,2021-11-26,1,1,0,2021-05-12
C270275L,2021-11-25,1,0,0,2022-05-25
C901131L,2022-01-02,1,1,1,2022-11-02
C469190L,2021-07-21,1,1,1,2021-12-30
C976222L,2022-03-10,1,1,1,2022-07-31
C510709L,2021-09-11,1,1,1,2021-09-17
C246788L,2022-04-06,1,1,1,2022-04-20
C635102L,2021-10-24,1,0,0,2021-10-27
C403379L,2022-07-28,1,1,0,2022-10-07
C883259L,2021-08-25,1,1,1,2021-11-08
C272151L,2021-10-12,1,0,0,2022-10-06
C793479L,2021-08-17,1,1,1,2021-08-17
C374672L,2021-07-17,1,1,0,2022-02-16
C840710L,2021-09-01,1,1,1,2021-09-15
C509023L,2021-12-17,1,0,0,2021-12-26
C360252L,2021-08-11,1,1,0,2021-05-08
C314047L,2021-08-12,1,1,0,2021-08-22
C613677L,2021-10-14,1,1,1,2021-04-10
C743457L,2021-09-03,1,1,1,2021-11-20
C242882L,2022-01-24,1,0,0,2022-01-14
C798016L,2022-06-05,1,0,0,2022-06-20
C805055L,2021-08-15,1,0,0,2021-08-24
C978174L,2021-10-20,1,1,1,2021-05-10
C382868L,2021-07-07,1,1,1,2022-04-04
C876695L,2021-11-21,1,1,1,2021-08-11
C773779L,2022-08-02,1,1,1,2022-04-08
C885565L,2021-09-10,1,1,0,2021-11-17
C850822L,2021-07-09,1,1,0,2021-07-14
C388303L,2022-04-07,1,1,1,2022-04-22
C409050L,2022-01-19,1,1,1,2022-02-04
C177529L,2021-09-01,1,1,1,2021-08-09
C924458L,2021-10-03,1,0,0,2021-11-14
C685596L,2021-11-19,1,0,0,2021-11-25
C132488L,2021-12-09,1,1,1,2021-12-31
C197331L,2022-03-23,1,1,1,2022-03-31
C702189L,2021-12-09,1,1,0,2021-12-18
C253957L,2022-08-24,1,1,0,2022-11-08
C857818L,2021-09-20,1,1,1,2021-04-12
C901131L,2022-01-02,1,1,1,2022-01-21
C679812L,2022-06-19,1,1,0,2022-06-20
C303681L,2021-11-03,1,1,0,2022-07-23
C865081L,2021-09-21,1,0,0,2021-09-28
C162721L,2021-07-26,1,1,1,2022-04-07
C698317L,2021-12-14,1,1,1,2022-08-03
C950055L,2021-07-08,1,1,1,2021-10-29
C860675L,2021-07-16,1,1,1,2021-03-07
C150251L,2022-04-05,1,1,1,2022-04-17
C729377L,2021-09-15,1,1,1,2021-08-09
C474489L,2021-12-07,1,1,1,2021-12-26
C874438L,2021-09-14,1,1,1,2022-04-03
C974881L,2022-05-01,1,1,1,2022-06-06
C306430L,2022-06-20,1,1,1,2022-11-06
C594854L,2022-01-26,1,1,0,2022-01-18
C318081L,2022-06-17,1,0,0,2022-12-06
C144323L,2021-07-11,1,0,0,2021-08-07
C544288L,2022-02-02,1,1,1,2022-12-02
C136210L,2021-09-21,1,1,1,2022-06-01
C434444L,2021-07-13,1,0,0,2022-08-06
C849740L,2021-07-20,1,0,0,2022-04-03
C363969L,2022-02-24,1,1,0,2022-08-02
C115129L,2021-11-15,1,0,0,2022-03-22
C301616L,2022-06-25,1,1,0,2022-08-07
C300966L,2022-05-16,1,1,0,2022-05-15
C485693L,2021-07-02,1,1,1,2021-11-14
C958287L,2021-07-15,1,1,0,2022-04-05
C678301L,2022-06-01,1,0,0,2022-05-06
C949083L,2021-11-08,1,0,0,2022-04-13
C954205L,2022-03-21,1,0,0,2022-05-18
C412936L,2021-07-16,1,1,1,2022-02-17
C788509L,2021-07-20,1,1,1,2022-01-14
C634098L,2022-04-03,1,1,1,2022-04-17
C483469L,2021-07-26,1,0,0,2022-03-20
C849387L,2021-08-10,1,1,0,2021-09-23
C779646L,2021-09-19,1,0,0,2021-10-27
C989089L,2021-08-01,1,1,0,2021-08-31
C914093L,2021-07-04,1,1,1,2021-12-27
C813497L,2022-05-14,1,1,0,2022-05-18
C577894L,2022-04-22,1,1,1,2022-04-16
C439929L,2021-09-27,1,1,0,2022-05-25
C251997L,2021-10-28,1,1,1,2022-01-29
C972704L,2022-02-10,1,1,1,2022-06-02
C763100L,2021-09-03,1,1,1,2021-10-30
C844769L,2022-01-25,1,1,1,2022-09-01
C213587L,2022-05-28,1,1,0,2022-05-17
C247324L,2021-09-25,1,1,0,2021-09-14
C179018L,2021-07-14,1,1,0,2021-02-08
C378684L,2021-07-03,1,1,0,2021-08-27
C639287L,2021-08-12,1,1,1,2021-06-09
C704681L,2021-11-25,1,1,1,2021-11-23
C139855L,2021-07-09,1,1,1,2021-11-17
C875032L,2022-03-25,1,1,1,2022-03-06
C924610L,2021-08-10,1,0,0,2021-10-08
C427430L,2022-05-25,1,1,1,2022-10-05
C922594L,2021-12-04,1,0,0,2021-12-25
C781404L,2021-10-05,1,1,0,2021-03-10
C595892L,2021-10-18,1,1,1,2022-12-03
C157544L,2021-11-18,1,0,0,2022-04-24
C990203L,2021-07-13,1,1,0,2021-07-07
C525405L,2021-07-24,1,1,0,2021-01-07
C264730L,2021-08-05,1,0,0,2021-08-29
C931803L,2021-08-07,1,1,1,2021-08-25
C200313L,2021-07-17,1,1,1,2021-10-11
C120098L,2022-05-21,1,0,0,2022-02-05
C925840L,2022-08-28,1,0,0,2022-08-13
C415413L,2022-02-07,1,1,0,2022-02-26
C603902L,2021-11-25,1,1,0,2022-04-03
C887845L,2021-07-06,1,1,1,2022-01-29
C448722L,2021-11-19,1,0,0,2022-02-21
C274315L,2021-09-13,1,0,0,2021-05-10
C830897L,2021-07-12,1,1,1,2021-07-16
C727457L,2021-07-28,1,0,0,2021-07-15
C792683L,2022-05-23,1,1,1,2022-12-07
C877981L,2021-09-24,1,1,1,2021-12-17
C139500L,2022-01-14,1,0,0,2022-01-23
C908967L,2021-07-23,1,1,1,2022-04-04
C592059L,2021-09-08,1,1,1,2022-06-05
C937948L,2021-11-25,1,1,0,2022-01-28
C529160L,2021-09-23,1,1,0,2022-05-13
C975587L,2021-09-28,1,1,0,2022-02-14
C507440L,2021-10-10,1,1,0,2021-10-19
C325626L,2022-01-04,1,1,1,2022-02-15
C755472L,2022-01-09,1,0,0,2022-01-27
C933054L,2021-10-14,1,1,1,2021-12-10
C198991L,2022-05-11,1,1,0,2022-05-05
C329062L,2022-02-09,1,0,0,2022-02-16
C627128L,2021-09-14,1,1,0,2021-10-19
C763154L,2021-08-13,1,1,1,2021-08-28
C895064L,2021-11-18,1,1,1,2021-07-11
C618250L,2022-05-14,1,1,0,2022-06-23
C454160L,2022-02-16,1,0,0,2022-02-23
C501840L,2022-03-14,1,0,0,2022-05-14
C516821L,2021-10-06,1,0,0,2021-07-11
C710795L,2021-11-10,1,0,0,2021-11-25
C308987L,2021-09-10,1,1,1,2021-11-27
C780898L,2021-11-17,1,0,0,2022-04-25
C796307L,2021-11-23,1,1,0,2021-03-12
C803642L,2022-05-24,1,1,1,2022-05-28
